gsId,name,type,gradeRange,enrollment,parentRating,gsRating,district,districtId,districtNCESId,ncesId,address,city,state,lat,lon,phone
649,West Point Elementary School,public,K-6,93,5,5,Calaveras Unified School District,64,0606870,060687000632,"54 Bald Mountain Road, 
West Point, CA  95255",West Point,CA,38.39895,-120.5258,(209) 754-2255
650,Copperopolis Elementary School,public,K-6,277,4,4,Mark Twain Union Elementary School District,66,0623970,062397009578,"217 School Street, 
Copperopolis, CA  95228",Copperopolis,CA,37.982082,-120.64248,(209) 782-3500
651,Mark Twain Elementary School,public,K-8,527,3,4,Mark Twain Union Elementary School District,66,0623970,062397003609,"646 Stanislaus Avenue, 
Angels Camp, CA  95222",Angels Camp,CA,38.075867,-120.55032,(209) 736-6533
652,Avery Middle School,public,6-8,193,4,7,Vallecito Union School District,67,0640680,064068002907,"4545 Moran Road, 
Avery, CA  95224",Avery,CA,38.20189,-120.36548,(209) 795-8520
653,Hazel Fischer Elementary School,public,K-5,143,5,4,Vallecito Union School District,67,0640680,064068006716,"1605 Blagen Road, 
Arnold, CA  95223",Arnold,CA,38.264355,-120.34152,(209) 795-8030
654,Albert A. Michelson Elementary School,public,K-5,228,5,6,Vallecito Union School District,67,0640680,064068006715,"196 Pennsylvania Gulch Road, 
Murphys, CA  95247",Murphys,CA,38.133907,-120.45466,(209) 728-3441
655,Crescent Elk Middle School,public,6-8,508,4,3,Del Norte County Unified School District,69,0610770,061077001192,"994 G Street, 
Crescent City, CA  95531",Crescent City,CA,41.756317,-124.20323,(707) 464-0320
656,Del Norte High School,public,9-12,878,3,6,Del Norte County Unified School District,69,0610770,061077001193,"1301 El Dorado Street, 
Crescent City, CA  95531",Crescent City,CA,41.76731,-124.20913,(707) 464-0274
657,Joe Hamilton Elementary School,public,K-5,335,4,4,Del Norte County Unified School District,69,0610770,061077001194,"1050 E Street, 
Crescent City, CA  95531",Crescent City,CA,41.75563,-124.20526,(707) 464-0330
658,Margaret Keating Elementary School,public,K-6,91,4,2,Del Norte County Unified School District,69,0610770,061077001195,"300 Minot Creek Road, 
Klamath, CA  95548",Klamath,CA,41.55584,-124.05263,(707) 464-0340
659,Bess Maxwell Elementary School,public,K-5,269,4,3,Del Norte County Unified School District,69,0610770,061077001191,"1124 El Dorado Street, 
Crescent City, CA  95531",Crescent City,CA,41.766384,-124.20925,(707) 464-0310
660,Mountain Elementary School,public,K-8,29,5,4,Del Norte County Unified School District,69,0610770,061077001196,"55 Azalea Lane, 
Gasquet, CA  95543",Gasquet,CA,41.84656,-123.96239,(707) 457-3211
661,Mary Peacock Elementary School,public,K-5,343,4,3,Del Norte County Unified School District,69,0610770,061077005574,"1720 Arlington, 
Crescent City, CA  95331",Crescent City,CA,41.77713,-124.21124,(707) 464-0301
662,Pine Grove Elementary School,public,K-5,296,5,4,Del Norte County Unified School District,69,0610770,061077001197,"900 Pine Grove Road, 
Crescent City, CA  95531",Crescent City,CA,41.784927,-124.19502,(707) 464-0350
663,Redwood Elementary School,public,K-8,497,4,4,Del Norte County Unified School District,69,0610770,061077001198,"6900 Lake Earl Drive, 
Crescent City, CA  95531",Crescent City,CA,41.868015,-124.14932,(707) 464-0360
664,Smith River Elementary School,public,K-8,249,4,4,Del Norte County Unified School District,69,0610770,061077001199,"134 First Street, 
Smith River, CA  95567",Smith River,CA,41.926647,-124.14659,(707) 464-0370
665,Sunset High School,public,9-12,77,5,7,Del Norte County Unified School District,69,0610770,061077001200,"2500 Elk Valley Cross Road, 
Crescent City, CA  95531",Crescent City,CA,41.809254,-124.15409,(707) 464-0380
667,Divide High School,public,9-12,12,5,6,Black Oak Mine Unified School District,70,0605240,060524007650,"4405 Highway 193, 
Greenwood, CA  95635",Greenwood,CA,38.90155,-120.90044,(530) 333-8315
668,Georgetown Elementary School,public,K-6,232,3,2,Black Oak Mine Unified School District,70,0605240,060524000494,"6530 Wentworth Springs Road, 
Georgetown, CA  95634",Georgetown,CA,38.912117,-120.8307,(530) 333-8320
669,Golden Sierra Junior Senior High School,public,7-12,518,4,5,Black Oak Mine Unified School District,70,0605240,060524000495,"5101 Garden Valley Road, 
Garden Valley, CA  95633",Garden Valley,CA,38.84823,-120.85818,(530) 333-8330
670,Northside Elementary School,public,K-6,300,3,4,Black Oak Mine Unified School District,70,0605240,060524007651,"860 Cave Valley Road, 
Cool, CA  95614",Cool,CA,38.873165,-121.0219,(530) 885-4079
671,Otter Creek Elementary School,public,K-5,19,5,8,Black Oak Mine Unified School District,70,0605240,060524000362,"4701 Volcanoville Road, 
Georgetown, CA  95634",Georgetown,CA,38.976955,-120.72476,(530) 333-8347
672,Blue Oak Elementary School,public,K-5,466,4,7,Buckeye Union Elementary School District,71,0606270,060627009326,"2391 Merrychase Drive, 
Cameron Park, CA  95682",Cameron Park,CA,38.657745,-121.00793,(530) 676-0164
673,William Brooks Elementary School,public,K-5,517,4,8,Buckeye Union Elementary School District,71,0606270,060627000550,"3610 Park Drive, 
El Dorado Hills, CA  95762",El Dorado Hills,CA,38.65958,-121.07932,(916) 933-6618
674,Buckeye Elementary School,public,K-5,400,4,7,Buckeye Union Elementary School District,71,0606270,060627000548,"4561 Buckeye Road, 
Shingle Springs, CA  95682",Shingle Springs,CA,38.66902,-120.91465,(530) 677-2277
675,Camerado Springs Middle School,public,6-8,678,4,7,Buckeye Union Elementary School District,71,0606270,060627000549,"2480 Merrychase Drive, 
Cameron Park, CA  95682",Cameron Park,CA,38.65723,-121.00503,(530) 677-1658
676,Rolling Hills Middle School,public,6-8,1009,4,9,Buckeye Union Elementary School District,71,0606270,060627002958,"7141 Silva Valley Parkway, 
El Dorado Hills, CA  95762",El Dorado Hills,CA,38.681824,-121.06706,(916) 933-9290
677,Silva Valley Elementary School,public,K-5,562,4,9,Buckeye Union Elementary School District,71,0606270,060627000291,"3001 Golden Eagle Lane, 
El Dorado Hills, CA  95762",El Dorado Hills,CA,38.67422,-121.068,(916) 933-3767
678,Camino Elementary School,public,K-8,416,3,6,Camino Union Elementary School District,72,0607170,060717000656,"3060 Snows Road, 
Camino, CA  95709",Camino,CA,38.73461,-120.67882,(530) 644-4552
679,El Dorado High School,public,9-12,1176,4,7,El Dorado Union High School District,73,0612070,061207001342,"561 Canal Street, 
Placerville, CA  95667",Placerville,CA,38.732334,-120.81274,(530) 622-3634
680,Independence Continuation School,public,9-12,89,5,1,El Dorado Union High School District,73,0612070,061207001343,"385 Pleasant Valley Road, 
Diamond Springs, CA  95619",Diamond Springs,CA,38.693268,-120.82212,(530) 622-7090
681,Oak Ridge High School,public,8-12,2400,4,9,El Dorado Union High School District,73,0612070,061207007279,"1120 Harvard Way, 
El Dorado Hills, CA  95762",El Dorado Hills,CA,38.681694,-121.07067,(916) 933-6980
682,Ponderosa High School,public,9-12,1778,4,8,El Dorado Union High School District,73,0612070,061207001344,"3661 Ponderosa Road, 
Shingle Springs, CA  95682",Shingle Springs,CA,38.673084,-120.94318,(530) 677-2281
683,Gold Oak Elementary School,public,K-5,320,4,5,Gold Oak Union Elementary School District,74,0615390,061539001962,"3171 Pleasant Valley Road, 
Placerville, CA  95667",Placerville,CA,38.692387,-120.71838,(530) 626-3160
684,Pleasant Valley Middle School,public,6-8,159,3,5,Gold Oak Union Elementary School District,74,0615390,061539010199,"4120 Pleasant Valley Road, 
Placerville, CA  95667",Placerville,CA,38.69374,-120.67789,(530) 644-9620
685,Gold Trail,public,4-8,351,4,5,Gold Trail Union Elementary School District,75,0615450,061545001963,"889 Cold Springs Road, 
Placerville, CA  95667",Placerville,CA,38.771603,-120.89066,(530) 626-2595
686,Sutters Mill,public,K-3,283,4,6,Gold Trail Union Elementary School District,75,0615450,061545010200,"4801 Luneman Road, 
Placerville, CA  95667",Placerville,CA,38.768932,-120.92876,(530) 626-2591
687,Indian Diggings Elementary School,public,K-8,19,5,4,Indian Diggings Elementary School District,76,0618240,061824002245,"6020 Omo Ranch Road, 
Somerset, CA  95684",Somerset,CA,38.58166,-120.57737,(530) 620-6546
689,Bijou Community School,public,K-5,607,4,3,Lake Tahoe Unified School District,77,0620640,062064002477,"3501 Spruce Avenue, 
South Lake Tahoe, CA  96150",South Lake Tahoe,CA,38.939926,-119.95805,(530) 543-2337
691,Mt. Tallac High School,public,9-12,98,5,7,Lake Tahoe Unified School District,77,0620640,062064002479,"1735 Lake Tahoe Boulevard, 
South Lake Tahoe, CA  96150",South Lake Tahoe,CA,38.90736,-120.01261,(530) 543-2264
692,South Tahoe High School,public,9-12,1047,3,5,Lake Tahoe Unified School District,77,0620640,062064002481,"1735 Lake Tahoe Boulevard, 
South Lake Tahoe, CA  96150",South Lake Tahoe,CA,38.90736,-120.01261,(530) 541-4111
693,South Tahoe Middle School,public,6-8,846,3,4,Lake Tahoe Unified School District,77,0620640,062064002482,"2940 Lake Tahoe Boulevard, 
South Lake Tahoe, CA  96150",South Lake Tahoe,CA,38.935867,-119.97726,(530) 541-6404
694,Sierra House Elementary School,public,K-5,512,5,5,Lake Tahoe Unified School District,77,0620640,062064008873,"1709 Remington Trail, 
South Lake Tahoe, CA  96150",South Lake Tahoe,CA,38.907104,-119.96299,(530) 543-2327
695,Tahoe Valley Elementary School,public,K-5,476,4,3,Lake Tahoe Unified School District,77,0620640,062064002483,"943 Tahoe Island Drive, 
South Lake Tahoe, CA  96150",South Lake Tahoe,CA,38.920937,-120.00384,(530) 543-2350
697,Latrobe Elementary School,public,K-3,52,5,7,Latrobe School District,78,0621180,062118002538,"7680 South Shingle Road, 
Shingle Springs, CA  95682",Shingle Springs,CA,38.558353,-120.98154,(530) 677-0260
698,Miller's Hill School,public,4-8,84,4,8,Latrobe School District,78,0621180,062118008151,"7900 South Shingle Road, 
Shingle Springs, CA  95682",Shingle Springs,CA,38.55537,-120.99051,(530) 677-0260
700,Herbert C. Green Middle School,public,5-8,462,4,6,Mother Lode Union Elementary School District,79,0625980,062598003897,"3781 Forni Road, 
Placerville, CA  95667",Placerville,CA,38.708412,-120.83073,(530) 622-4668
701,Indian Creek Elementary School,public,K-4,594,4,4,Mother Lode Union Elementary School District,79,0625980,062598009165,"6701 Green Valley Road, 
Placerville, CA  95667",Placerville,CA,38.720367,-120.86841,(530) 626-0765
702,Walt Tyler Elementary School,public,K-2,28,5,7,Pioneer Union Elementary School District,81,0630480,063048007083,"6801 Tyler Road, 
Grizzly Flat, CA  95636",Grizzly Flat,CA,38.641865,-120.52558,(530) 620-7210
703,Mountain Creek Middle School,public,5-8,129,4,4,Pioneer Union Elementary School District,81,0630480,063048002973,"6862 Mount Aukum Road, 
Somerset, CA  95684",Somerset,CA,38.60527,-120.71193,(530) 620-4393
704,Pioneer Elementary School,public,K-4,146,4,5,Pioneer Union Elementary School District,81,0630480,063048004740,"6862 Mount Aukum Road, 
Somerset, CA  95684",Somerset,CA,38.606777,-120.71046,(530) 620-7210
705,Edwin Markham Middle School,public,6-8,371,4,7,Placerville Union Elementary School District,82,0630780,063078004785,"2800 Moulton Drive, 
Placerville, CA  95667",Placerville,CA,38.735115,-120.81519,(530) 622-0403
706,Louisiana Schnell Elementary School,public,K-5,428,5,4,Placerville Union Elementary School District,82,0630780,063078004786,"2871 Schnell School Road, 
Placerville, CA  95667",Placerville,CA,38.735107,-120.77941,(530) 622-6244
707,Sierra Elementary School,public,K-5,475,4,7,Placerville Union Elementary School District,82,0630780,063078004787,"1100 Thompson Way, 
Placerville, CA  95667",Placerville,CA,38.728977,-120.7924,(530) 622-0814
709,Pinewood Elementary School,public,K-4,384,4,2,Pollock Pines Elementary School District,83,0631290,063129004832,"6181 Pine Street, 
Pollock Pines, CA  95726",Pollock Pines,CA,38.764877,-120.58836,(530) 644-2384
710,Sierra Ridge Middle School,public,5-8,311,4,6,Pollock Pines Elementary School District,83,0631290,063129009423,"2700 Amber Trail, 
Pollock Pines, CA  95726",Pollock Pines,CA,38.74669,-120.57859,(530) 644-2031
711,Green Valley Elementary School,public,K-5,436,3,7,Rescue Union Elementary School District,84,0632310,063231004982,"2380 Bass Lake Road, 
Rescue, CA  95672",Rescue,CA,38.696365,-121.00773,(530) 677-3686
712,Jackson Elementary School,public,K-5,430,4,8,Rescue Union Elementary School District,84,0632310,063231004983,"2561 Francisco Drive, 
El Dorado Hills, CA  95762",El Dorado Hills,CA,38.703617,-121.07904,(916) 933-1828
713,Lake Forest Elementary School,public,K-5,440,4,9,Rescue Union Elementary School District,84,0632310,063231010017,"2240 Sailsbury Drive, 
El Dorado Hills, CA  95762",El Dorado Hills,CA,38.720524,-121.08367,(916) 933-0652
714,Marina Village Middle School,public,6-8,794,3,10,Rescue Union Elementary School District,84,0632310,063231008948,"1901 Francisco Drive, 
El Dorado Hills, CA  95762",El Dorado Hills,CA,38.71973,-121.08639,(916) 933-3993
715,Rescue Elementary School,public,K-5,424,4,9,Rescue Union Elementary School District,84,0632310,063231004984,"3880 Green Valley Road, 
Rescue, CA  95672",Rescue,CA,38.70706,-120.96503,(530) 677-2720
716,Silver Fork Elementary School,public,K-8,16,4,9,Silver Fork Elementary School District,85,0636810,063681006244,"1325 Sugarloaf Avenue, 
Kyburz, CA  95720",Kyburz,CA,38.77236,-120.31122,(530) 293-3163
717,Alvina Elementary Charter School,charter,K-8,183,5,5,Alvina Elementary School District,86,0602370,060237000127,"295 West Saginaw Avenue, 
Caruthers, CA  93609",Caruthers,CA,36.554512,-119.79619,(559) 864-9411
718,American Union Elementary School,public,K-8,310,3,5,Washington Unified School District,1212,0601415,060141500147,"2801 West Adams Avenue, 
Fresno, CA  93706",Fresno,CA,36.634068,-119.84074,(559) 495-5650
719,Big Creek Elementary School,public,K-8,59,4,3,Big Creek Elementary School District,88,0604860,060486000476,"55190 Point Road, 
Big Creek, CA  93605",Big Creek,CA,37.2041,-119.2484,(559) 893-3314
720,Burrel Elementary School,public,K-8,120,5,4,Burrel Union Elementary School District,89,0606540,060654000588,"16704 South Jameson Avenue, 
Riverdale, CA  93656",Riverdale,CA,36.49281,-119.98978,(559) 866-5634
721,Biola-Pershing Elementary School,public,K-6,217,5,4,Central Unified School District,90,0607970,060797007665,"4885 North Biola Avenue, 
Fresno, CA  93723",Fresno,CA,36.805355,-120.01729,(559) 276-5235
722,Central High East Campus,public,9-12,4142,4,4,Central Unified School District,90,0607970,060797005777,"3535 North Cornelia Avenue, 
Fresno, CA  93722",Fresno,CA,36.787388,-119.88038,(559) 276-0280
723,El Capitan Middle School,public,7-8,699,4,3,Central Unified School District,90,0607970,060797007667,"4443 West Weldon Avenue, 
Fresno, CA  93722",Fresno,CA,36.767563,-119.87288,(559) 276-5270
724,Herndon-Barstow Elementary School,public,K-6,624,3,8,Central Unified School District,90,0607970,060797007668,"6265 North Grantland Avenue, 
Fresno, CA  93723",Fresno,CA,36.826626,-119.91729,(559) 276-5250
725,Houghton-Kearney Elementary School,public,K-8,220,5,4,Central Unified School District,90,0607970,060797007669,"8905 West Kearney Boulevard, 
Fresno, CA  93706",Fresno,CA,36.727425,-119.95106,(559) 276-5285
726,Norman Liddell Elementary School,public,K-6,698,4,6,Central Unified School District,90,0607970,060797007499,"5455 West Alluvial Avenue, 
Fresno, CA  93722",Fresno,CA,36.844257,-119.88713,(559) 276-3176
727,Madison Elementary School,public,K-6,652,4,4,Central Unified School District,90,0607970,060797009123,"330 South Brawley Avenue, 
Fresno, CA  93706",Fresno,CA,36.73025,-119.86242,(559) 276-5280
728,McKinley Elementary School,public,K-6,810,3,5,Central Unified School District,90,0607970,060797009346,"4444 West Mckinley Avenue, 
Fresno, CA  93722",Fresno,CA,36.764603,-119.87089,(559) 276-5232
729,Pershing Continuation High School,public,9-12,127,5,6,Central Unified School District,90,0607970,060797007672,"855 West Nielsen, 
Fresno, CA  93706",Fresno,CA,36.74278,-119.82149,(559) 268-2272
730,Roosevelt Elementary School,public,K-6,486,4,2,Central Unified School District,90,0607970,060797007673,"2600 North Garfield Ave, 
Fresno, CA  93723",Fresno,CA,36.776096,-119.92521,(559) 276-5257
731,William Saroyan Elementary School,public,K-6,709,5,7,Central Unified School District,90,0607970,060797003035,"5650 West Escalon Avenue, 
Fresno, CA  93722",Fresno,CA,36.82628,-119.89266,(559) 276-3131
732,John Steinbeck Elementary School,public,K-6,775,4,4,Central Unified School District,90,0607970,060797004485,"3550 North Milburn Avenue, 
Fresno, CA  93722",Fresno,CA,36.787994,-119.87576,(559) 276-3141
733,Teague Elementary School,public,K-6,710,3,2,Central Unified School District,90,0607970,060797007674,"4725 North Polk Avenue, 
Fresno, CA  93722",Fresno,CA,36.802788,-119.89018,(559) 276-5260
734,Clay Elementary School,public,K-8,236,4,8,Clay Joint Elementary School District,91,0608850,060885000897,"12449 South Smith Avenue, 
Kingsburg, CA  93631",Kingsburg,CA,36.55323,-119.50336,(559) 897-4185
735,Alta Sierra Intermediate School,public,7-8,1342,4,9,Clovis Unified School District,92,0609030,060903010202,"380 West Teague Avenue, 
Clovis, CA  93611",Clovis,CA,36.859352,-119.71885,(559) 327-3500
736,Buchanan High School,public,9-12,2709,4,9,Clovis Unified School District,92,0609030,060903000367,"1560 North Minnewawa Avenue, 
Clovis, CA  93611",Clovis,CA,36.857338,-119.71317,(559) 327-3000
737,Cedarwood Elementary School,public,K-6,781,4,10,Clovis Unified School District,92,0609030,060903005744,"2851 Palo Alto Avenue, 
Clovis, CA  93611",Clovis,CA,36.834248,-119.66052,(559) 327-6000
738,Clark Intermediate School,public,7-8,1447,3,7,Clovis Unified School District,92,0609030,060903000903,"902 Fifth Street, 
Clovis, CA  93612",Clovis,CA,36.823856,-119.69702,(559) 327-1500
740,Clovis High School,public,9-12,2939,4,8,Clovis Unified School District,92,0609030,060903000904,"1055 Fowler Avenue, 
Clovis, CA  93611",Clovis,CA,36.818233,-119.68183,(559) 327-1000
741,Clovis West High School,public,9-12,2095,4,9,Clovis Unified School District,92,0609030,060903000906,"1070 East Teague Avenue, 
Fresno, CA  93720",Fresno,CA,36.859234,-119.76356,(559) 327-2000
742,Cole Elementary School,public,K-6,758,4,6,Clovis Unified School District,92,0609030,060903000907,"615 West Stuart Avenue, 
Clovis, CA  93612",Clovis,CA,36.824898,-119.72295,(559) 327-6200
743,Copper Hills Elementary School,public,K-6,515,5,10,Clovis Unified School District,92,0609030,060903005747,"1881 East Plymouth Avenue, 
Fresno, CA  93720",Fresno,CA,36.877617,-119.74894,(559) 327-6300
744,Cox Elementary School,public,K-6,599,4,9,Clovis Unified School District,92,0609030,060903008811,"2191 Sierra Avenue, 
Clovis, CA  93611",Clovis,CA,36.830307,-119.67333,(559) 327-6400
745,Dry Creek Elementary School,public,K-6,820,4,10,Clovis Unified School District,92,0609030,060903000908,"1273 North Armstrong Avenue, 
Clovis, CA  93619",Clovis,CA,36.852104,-119.67495,(559) 327-6500
747,Fancher Creek Elementary School,public,K-6,852,3,8,Clovis Unified School District,92,0609030,060903009530,"5948 East Tulare Avenue, 
Fresno, CA  93727",Fresno,CA,36.74357,-119.68459,(559) 327-6700
748,Fort Washington Elementary School,public,K-6,656,4,8,Clovis Unified School District,92,0609030,060903000909,"960 East Teague Avenue, 
Fresno, CA  93720",Fresno,CA,36.859203,-119.76694,(559) 327-6600
749,Garfield Elementary School,public,K-6,719,4,9,Clovis Unified School District,92,0609030,060903001982,"1315 North Peach Avenue, 
Clovis, CA  93611",Clovis,CA,36.853252,-119.7194,(559) 327-6800
750,Gateway High (Continuation) School,public,9-12,210,4,5,Clovis Unified School District,92,0609030,060903000910,"1550 Herndon Avenue, 
Clovis, CA  93611",Clovis,CA,36.837605,-119.68745,(559) 327-1800
751,Gettysburg Elementary School,public,K-6,668,4,8,Clovis Unified School District,92,0609030,060903009127,"2100 Gettysburg Avenue, 
Clovis, CA  93611",Clovis,CA,36.801163,-119.6765,(559) 327-6900
752,Jefferson Elementary School,public,K-6,595,3,8,Clovis Unified School District,92,0609030,060903000911,"1880 Fowler Avenue, 
Clovis, CA  93611",Clovis,CA,36.809376,-119.68211,(559) 327-7000
753,Kastner Intermediate School,public,7-8,1041,3,8,Clovis Unified School District,92,0609030,060903008810,"7676 North First Street, 
Fresno, CA  93720",Fresno,CA,36.849487,-119.77447,(559) 327-2500
754,Liberty Elementary School,public,K-6,606,5,10,Clovis Unified School District,92,0609030,060903010203,"1250 East Liberty Hill Drive, 
Fresno, CA  93720",Fresno,CA,36.87497,-119.76018,(559) 327-7100
755,Lincoln Elementary School,public,K-6,709,4,9,Clovis Unified School District,92,0609030,060903000913,"774 East Alluvial Avenue, 
Fresno, CA  93720",Fresno,CA,36.84477,-119.77063,(559) 327-7200
756,Maple Creek Elementary School,public,K-6,696,4,9,Clovis Unified School District,92,0609030,060903004482,"2025 East Teague Avenue, 
Fresno, CA  93720",Fresno,CA,36.859257,-119.74617,(559) 327-7300
757,Miramonte Elementary School,public,K-6,608,3,6,Clovis Unified School District,92,0609030,060903000914,"1590 Bellaire Avenue, 
Clovis, CA  93611",Clovis,CA,36.791275,-119.68642,(559) 327-7400
758,Mountain View Elementary School,public,K-6,730,4,8,Clovis Unified School District,92,0609030,060903008125,"2002 East Alluvial Avenue, 
Fresno, CA  93720",Fresno,CA,36.844795,-119.74602,(559) 327-7500
759,Nelson Elementary School,public,K-6,540,5,7,Clovis Unified School District,92,0609030,060903000915,"1336 West Spruce Avenue, 
Pinedale, CA  93650",Pinedale,CA,36.840977,-119.81607,(559) 327-7600
760,Pinedale Elementary School,public,K-6,515,4,5,Clovis Unified School District,92,0609030,060903009761,"7171 Sugar Pine Avenue, 
Pinedale, CA  93650",Pinedale,CA,36.840405,-119.79143,(559) 327-7700
761,Red Bank Elementary School,public,K-6,796,4,8,Clovis Unified School District,92,0609030,060903009762,"1454 Locan Avenue, 
Clovis, CA  93611",Clovis,CA,36.81285,-119.65575,(559) 327-7800
762,Sierra Vista Elementary School,public,K-6,544,4,6,Clovis Unified School District,92,0609030,060903000916,"510 Barstow Avenue, 
Clovis, CA  93612",Clovis,CA,36.815716,-119.70263,(559) 327-7900
763,Tarpey Elementary School,public,K-6,729,3,6,Clovis Unified School District,92,0609030,060903000917,"2700 Minnewawa Avenue, 
Clovis, CA  93612",Clovis,CA,36.802113,-119.70924,(559) 327-8000
764,Temperance-Kutner Elementary School,public,K-6,783,4,6,Clovis Unified School District,92,0609030,060903000918,"1448 North Armstrong Avenue, 
Fresno, CA  93727",Fresno,CA,36.756695,-119.67307,(559) 327-8100
765,Valley Oak Elementary School,public,K-6,569,4,10,Clovis Unified School District,92,0609030,060903009531,"465 East Chaplain Drive, 
Fresno, CA  93720",Fresno,CA,36.87697,-119.77538,(559) 327-8200
766,Weldon Elementary School,public,K-6,635,4,6,Clovis Unified School District,92,0609030,060903000919,"150 Dewitt Avenue, 
Clovis, CA  93612",Clovis,CA,36.82854,-119.70453,(559) 327-8300
767,Henry F. Bishop Elementary School,public,K-1,326,2,4,Coalinga-Huron Unified School District,93,0609120,060912010206,"1501 Sunset Avenue, 
Coalinga, CA  93210",Coalinga,CA,36.150063,-120.36352,(559) 935-7570
768,Cambridge High School,public,9-12,65,4,8,Coalinga-Huron Unified School District,93,0609120,060912000935,"516 Baker Street, 
Coalinga, CA  93210",Coalinga,CA,36.145138,-120.3598,(559) 935-7565
769,Annie E. Cheney Kindergarten,public,K,129,4,3,Coalinga-Huron Unified School District,93,0609120,060912010207,"149 Adams Street, 
Coalinga, CA  93210",Coalinga,CA,36.142662,-120.36475,(559) 935-7515
770,Chesnut High (Continuation) School,public,9-12,23,4,7,Coalinga-Huron Unified School District,93,0609120,060912010205,"16673 Palmer, 
Huron, CA  93234",Huron,CA,36.21033,-120.09857,(559) 945-2066
771,Coalinga High School,public,9-12,1183,3,3,Coalinga-Huron Unified School District,93,0609120,060912000933,"750 Van Ness Avenue, 
Coalinga, CA  93210",Coalinga,CA,36.1439,-120.3627,(559) 935-7520
772,Coalinga Middle School,public,6-8,633,3,2,Coalinga-Huron Unified School District,93,0609120,060912007686,"265 Cambridge Avenue, 
Coalinga, CA  93210",Coalinga,CA,36.1509,-120.36183,(559) 935-7550
773,Nell Dawson Elementary School,public,1-3,439,3,2,Coalinga-Huron Unified School District,93,0609120,060912010208,"1303 Sunset Avenue, 
Coalinga, CA  93210",Coalinga,CA,36.14825,-120.36352,(559) 935-7580
774,Huron Elementary School,public,K-5,874,4,1,Coalinga-Huron Unified School District,93,0609120,060912000934,"36131 N Street, 
Huron, CA  93234",Huron,CA,36.20849,-120.09898,(559) 945-2236
775,Huron Middle School,public,6-8,367,4,1,Coalinga-Huron Unified School District,93,0609120,060912005748,"16875 Fourth Street, 
Huron, CA  93234",Huron,CA,36.199493,-120.10125,(559) 945-2926
776,Sunset Elementary School,public,4-5,403,3,2,Coalinga-Huron Unified School District,93,0609120,060912000931,"985 Sunset Avenue, 
Coalinga, CA  93210",Coalinga,CA,36.145042,-120.36351,(559) 935-7590
780,Hazel M. Bailey Primary School,public,K-2,573,5,4,Firebaugh-Las Deltas Unified School District,97,0613840,061384001563,"1691 Q Street, 
Firebaugh, CA  93622",Firebaugh,CA,36.85293,-120.44648,(559) 659-1421
781,El Puente High School,public,9-12,10,3,4,Firebaugh-Las Deltas Unified School District,97,0613840,061384001560,"1691 Saipan Avenue, 
Firebaugh, CA  93622",Firebaugh,CA,36.85255,-120.44806,(559) 659-3899
782,Firebaugh High School,public,9-12,676,4,4,Firebaugh-Las Deltas Unified School District,97,0613840,061384001561,"1976 Morris Kyle Drive, 
Firebaugh, CA  93622",Firebaugh,CA,36.846874,-120.44691,(559) 659-1415
783,Firebaugh Middle School,public,6-8,517,2,4,Firebaugh-Las Deltas Unified School District,97,0613840,061384001562,"1600 16th Street, 
Firebaugh, CA  93622",Firebaugh,CA,36.854546,-120.44947,(559) 659-1481
784,Arthur E. Mills Intermediate School,public,3-5,483,4,5,Firebaugh-Las Deltas Unified School District,97,0613840,061384001559,"1191 P Street, 
Firebaugh, CA  93622",Firebaugh,CA,36.85873,-120.45456,(559) 659-2317
785,Fowler Academy Continuation School,public,7-12,13,4,4,Fowler Unified School District,98,0614250,061425001637,"975 E. Adams Avenue, 
Fowler, CA  93625",Fowler,CA,36.634487,-119.66768,(559) 834-6098
786,Fowler High School,public,9-12,772,4,6,Fowler Unified School District,98,0614250,061425001638,"701 East Main Street, 
Fowler, CA  93625",Fowler,CA,36.63309,-119.67268,(559) 834-6160
787,Fremont Elementary School,public,3-5,462,5,5,Fowler Unified School District,98,0614250,061425001639,"306 East Tuolumne Street, 
Fowler, CA  93625",Fowler,CA,36.63232,-119.6789,(559) 834-6130
788,Malaga Elementary School,public,K-5,241,4,7,Fowler Unified School District,98,0614250,061425001640,"3910 South Ward Avenue, 
Fresno, CA  93725",Fresno,CA,36.67915,-119.73299,(559) 834-6140
789,Marshall Elementary School,public,K-2,446,5,8,Fowler Unified School District,98,0614250,061425001641,"142 North Armstrong Avenue, 
Fowler, CA  93625",Fowler,CA,36.634926,-119.67334,(559) 834-6120
790,John Sutter Middle School,public,6-8,583,4,5,Fowler Unified School District,98,0614250,061425007496,"701 East Walter, 
Fowler, CA  93625",Fowler,CA,36.6308,-119.66951,(559) 834-6180
791,Addams Elementary School,public,K-6,824,4,3,Fresno Unified School District,99,0614550,061455001703,"2117 West Mckinley Avenue, 
Fresno, CA  93728",Fresno,CA,36.764687,-119.83641,(559) 457-2510
792,Ahwahnee Middle School,public,7-8,662,4,3,Fresno Unified School District,99,0614550,061455001704,"1127 East Escalon Avenue, 
Fresno, CA  93710",Fresno,CA,36.82659,-119.76952,(559) 451-4300
793,Susan B. Anthony Elementary School,public,K-6,454,4,5,Fresno Unified School District,99,0614550,061455003007,"1542 East Webster Street, 
Fresno, CA  93728",Fresno,CA,36.756744,-119.79175,(559) 457-2520
